"Name","Category","Brand","Color","Audience","Price USD","Image Link","Description","Generic Colors"
"New Balance 2002R","Running","New Balance","True Red / Black","Men's","129.99","https://images.footlocker.com/is/image/EBFL2/U2002RZA?wid=250&hei=250","The New Balance 2002R features New Balance's signature comfort technology and quality construction. With premium materials and supportive design, it delivers performance with everyday style.","Red / Black"
"New Balance WRPD Runner","Lifestyle","New Balance","Brighton / Turtledove","Men's","109.99","https://images.footlocker.com/is/image/EBFL2/UWRPDGBP?wid=250&hei=250","The New Balance WRPD Runner features New Balance's signature comfort technology and quality construction. With premium materials and supportive design, it delivers performance with everyday style.","Brighton / Turtledove"
"Brooks Ghost 16","Lifestyle","Brooks","Blackened Pearl / June Bug / Green","Men's","99.99","https://images.footlocker.com/is/image/EBFL2/1104181D?wid=250&hei=250","The Brooks Ghost 16 features premium construction and contemporary design. Built with quality materials and comfortable fit, it delivers versatile style with everyday appeal.","Black / June Bug / Green"
"PUMA Roma","Lifestyle","Puma","Red / White","Men's","49.99","https://images.footlocker.com/is/image/EBFL2/40067101?wid=250&hei=250","The PUMA Roma features Puma's athletic design and quality construction. Built with premium materials and comfortable fit, it delivers sport-inspired style with everyday performance.","Red / White"
"Jordan Legacy 312 Low","Basketball","Jordan","White / Wolf Grey","Men's","104.99","https://images.footlocker.com/is/image/EBFL2/D7069110?wid=250&hei=250","The Jordan Legacy 312 Low features premium Jordan construction and classic basketball styling. Built for comfort and durability, it delivers authentic Jordan heritage with modern appeal.","White / Grey"
"New Balance 740","Lifestyle","New Balance","Black / Silver / White","Men's","115","https://images.footlocker.com/is/image/EBFL2/MU740NW2?wid=250&hei=250","The New Balance 740 features New Balance's signature comfort technology and quality construction. With premium materials and supportive design, it delivers performance with everyday style.","Black / Grey / White"
"Nike Air Max Plus","Running","Nike","Sky Blue / Chamois / Blue","Men's","134.99","https://images.footlocker.com/is/image/EBFL2/X0755001?wid=250&hei=250","The Air Max features Nike's signature visible Air cushioning technology. Built with premium materials and classic styling, it delivers comfort and performance with iconic design.","Blue / Chamois / Blue"
"ASICS GEL-1130","Running","ASICS","Mist Blue / Black","Men's","110","https://images.footlocker.com/is/image/EBFL2/3A967400?wid=250&hei=250","The ASICS GEL-1130 features advanced cushioning technology and lightweight construction. Built for running performance and comfort, it delivers athletic style with responsive feel.","Blue / Black"
"Jordan AJ 1 Low","Basketball","Jordan","Black / White / Blue","Men's","79.99","https://images.footlocker.com/is/image/EBFL2/53558042?wid=250&hei=250","The Jordan AJ 1 Low features premium Jordan construction and classic basketball styling. Built for comfort and durability, it delivers authentic Jordan heritage with modern appeal.","Black / White / Blue"
"Jordan AJ 1 Mid","Basketball","Jordan","White / Black / White","Men's","114.99","https://images.footlocker.com/is/image/EBFL2/Q8426132?wid=250&hei=250","The Jordan AJ 1 Mid features premium Jordan construction and classic basketball styling. Built for comfort and durability, it delivers authentic Jordan heritage with modern appeal.","White / Black / White"
"New Balance 9060","Running","New Balance","Orange / Black / Blue","Men's","104.99","https://images.footlocker.com/is/image/EBFL2/U9060OGB?wid=250&hei=250","The 9060 features New Balance's innovative cushioning technology and contemporary design. With premium materials and modern styling, it delivers comfort with street-ready appeal.","Orange / Black / Blue"
"Jordan Retro 1 High OG","Basketball","Jordan","White / Neutral Grey / Deep Royal Blue","Men's","149.99","https://images.footlocker.com/is/image/EBFL2/Z5485100?wid=250&hei=250","The Air Jordan 1 is the iconic basketball sneaker that started it all. Featuring premium leather construction and classic silhouette, it delivers timeless style with modern comfort.","White / Grey / Blue"
"Jordan AJ 1 Low","Basketball","Jordan","Black / White","Men's","104.99","https://images.footlocker.com/is/image/EBFL2/53558132?wid=250&hei=250","The Jordan AJ 1 Low features premium Jordan construction and classic basketball styling. Built for comfort and durability, it delivers authentic Jordan heritage with modern appeal.","Black / White"
"adidas adiFOM Megaride","Lifestyle","adidas","Core Black / Iron Metallic / Grey","Men's","89.99","https://images.footlocker.com/is/image/EBFL2/IE4047?wid=250&hei=250","The adidas adiFOM Megaride features adidas' quality construction and athletic heritage design. Built with premium materials and comfortable fit, it delivers performance style with everyday appeal.","Black / Grey / Grey"
"Nike Air Max 1","Running","Nike","Navy / Gold","Men's","109.99","https://images.footlocker.com/is/image/EBFL2/M9604400?wid=250&hei=250","The Air Max features Nike's signature visible Air cushioning technology. Built with premium materials and classic styling, it delivers comfort and performance with iconic design.","Blue / Yellow"
"adidas Originals Adilette 22","Lifestyle","adidas","Beige / Brown","Men's","34.99","https://images.footlocker.com/is/image/EBFL2/HP6518?wid=250&hei=250","The adidas Originals Adilette 22 features adidas' quality construction and athletic heritage design. Built with premium materials and comfortable fit, it delivers performance style with everyday appeal.","Brown / Brown"
"ASICS GEL-Kinetic Fluent","Running","ASICS","Black / Black / Gold","Men's","129.99","https://images.footlocker.com/is/image/EBFL2/203A5910?wid=250&hei=250","The ASICS GEL-Kinetic Fluent features advanced cushioning technology and lightweight construction. Built for running performance and comfort, it delivers athletic style with responsive feel.","Black / Black / Yellow"
"Nike Shox R4","Soccer","Nike","Metallic Silver / White / Racer Blue","Men's","119.99","https://images.footlocker.com/is/image/EBFL2/Q1988100?wid=250&hei=250","The Nike Shox R4 features precision-engineered design for soccer performance. Built with quality materials and supportive fit, it delivers field-ready style with athletic comfort.","Grey / White / Blue"
"PUMA Roma","Lifestyle","Puma","White / Black","Men's","59.99","https://images.footlocker.com/is/image/EBFL2/40067102?wid=250&hei=250","The PUMA Roma features Puma's athletic design and quality construction. Built with premium materials and comfortable fit, it delivers sport-inspired style with everyday performance.","White / Black"
"New Balance 740","Lifestyle","New Balance","Black / Silver","Men's","115","https://images.footlocker.com/is/image/EBFL2/U740BM2?wid=250&hei=250","The New Balance 740 features New Balance's signature comfort technology and quality construction. With premium materials and supportive design, it delivers performance with everyday style.","Black / Grey"
"New Balance 9060","Running","New Balance","Grey / Reflection / True Red","Men's","144.99","https://images.footlocker.com/is/image/EBFL2/29060JBE?wid=250&hei=250","The 9060 features New Balance's innovative cushioning technology and contemporary design. With premium materials and modern styling, it delivers comfort with street-ready appeal.","Grey / Reflection / Red"
"Nike Air Max Plus","Running","Nike","White / Black / Cool Grey","Men's","190","https://images.footlocker.com/is/image/EBFL2/04133139?wid=250&hei=250","The Air Max features Nike's signature visible Air cushioning technology. Built with premium materials and classic styling, it delivers comfort and performance with iconic design.","White / Black / Grey"
"Jordan Retro 1 High OG","Basketball","Jordan","Sail / Dark Powder Blue","Men's","164.99","https://images.footlocker.com/is/image/EBFL2/Z5485402?wid=250&hei=250","The Air Jordan 1 is the iconic basketball sneaker that started it all. Featuring premium leather construction and classic silhouette, it delivers timeless style with modern comfort.","White / Blue"
"Saucony Progrid Omni 9","Lifestyle","Saucony","Royal / Silver","Men's","129.99","https://images.footlocker.com/is/image/EBFL2/S707394?wid=250&hei=250","The Saucony Progrid Omni 9 features premium construction and contemporary design. Built with quality materials and comfortable fit, it delivers versatile style with everyday appeal.","Royal / Grey"
"Nike Pegasus Premium","Running","Nike","Anthracite / Pure Platinum","Men's","220","https://images.footlocker.com/is/image/EBFL2/Q2592006?wid=250&hei=250","The Nike Pegasus Premium features advanced cushioning technology and lightweight construction. Built for running performance and comfort, it delivers athletic style with responsive feel.","Anthracite / Grey"
"Nike Air Force 1 Low '07","Lifestyle","Nike","White / White / Navy","Men's","104.99","https://images.footlocker.com/is/image/EBFL2/J4146104?wid=250&hei=250","The Air Force 1 is Nike's iconic basketball-turned-lifestyle sneaker. Featuring premium leather construction and Air cushioning, it delivers timeless style with all-day comfort.","White / White / Blue"
"adidas Originals Samba","Lifestyle","adidas","Black / Grey","Men's","100","https://images.footlocker.com/is/image/EBFL2/JR0887?wid=250&hei=250","The adidas Originals Samba features adidas' quality construction and athletic heritage design. Built with premium materials and comfortable fit, it delivers performance style with everyday appeal.","Black / Grey"
"PUMA RS-XK","Lifestyle","Puma","Alpine Snow / Alpine Snow","Men's","79.99","https://images.footlocker.com/is/image/EBFL2/39278704?wid=250&hei=250","The PUMA RS-XK features Puma's athletic design and quality construction. Built with premium materials and comfortable fit, it delivers sport-inspired style with everyday performance.","Alpine Snow / Alpine Snow"
"Jordan Spizike Low","Basketball","Jordan","Black / Pine Green / Anthracite","Men's","144.99","https://images.footlocker.com/is/image/EBFL2/Q1759003?wid=250&hei=250","The Jordan Spizike blends elements from multiple classic Air Jordan models. Featuring premium construction and hybrid design, it delivers unique style with comfortable performance.","Black / Green / Anthracite"
